title,release_date,vote_count,vote_average
10 Attitudes,2001-01-01,2.0,3.0
16 Wishes,2010-06-25,283.0,5.5
29th and Gay,2005-01-01,2.0,5.0
Almost Normal,2005-05-26,8.0,5.3
The Men Next Door,2012-12-11,5.0,3.8
Long-Term Relationship,2006-01-01,4.0,5.8
3-Day Weekend,2008-06-03,5.0,3.6
The Big Gay Musical,2009-07-20,12.0,7.0
The Biggest Fan,2002-01-01,1.0,6.0
Boy Crazy,2009-01-26,1.0,4.5
Carl Panzram: The Spirit of Hatred and Vengeance,2012-05-28,9.0,5.8
Conversations with Mother,2004-04-15,3.0,5.7
Puella Magi Madoka Magica the Movie Part I: Beginnings,2012-10-05,31.0,7.8
Pardon My Past,1945-12-24,2.0,7.5
A LEGO Brickumentary,2015-07-31,55.0,6.4
Houston,2013-01-22,2.0,5.5
Pasolini,2014-09-25,35.0,5.5
Happiness Runs,2010-05-14,4.0,5.5
"Helga, She Wolf of Spilberg",1977-10-20,1.0,4.0
How to Follow Strangers,2013-10-28,6.0,5.8
Smart Ass,2014-04-02,109.0,6.3
Taurus,2001-01-01,5.0,3.9
Bermuda Tentacles,2014-04-04,19.0,3.4
Sir Henry at Rawlinson End,1980-11-07,3.0,5.8
Midori,1992-05-02,15.0,7.3
Always - Sunset on Third Street,2005-11-11,10.0,7.4
Truck Turner,1974-04-19,13.0,7.2
Kano,2014-02-27,11.0,7.1
Beyond Beauty: Taiwan from Above,2013-11-01,4.0,6.9
Attack on Titan,2015-08-12,183.0,5.3
Sailor Moon S the Movie: Hearts in Ice,1994-10-02,9.0,6.4
Sailor Moon R: The Movie,1993-12-05,17.0,7.3
Sailor Moon Super S: The Movie,1995-12-23,12.0,6.6
Marco Polo,2007-04-06,5.0,5.2
Tangerine,2015-07-10,166.0,6.9
Merlin and the War of the Dragons,2008-11-25,8.0,3.1
Air,2015-08-14,217.0,4.8
Just Peck,2009-01-01,11.0,5.9
Götz von Berlichingen,2014-12-04,4.0,3.4
009-1: The End of the Beginning,2013-09-07,3.0,3.5
The Legend of Secret Pass,2010-12-05,1.0,3.5
Witchville,2010-05-22,9.0,4.5
Dead Before Dawn 3D,2012-10-10,30.0,4.3
Savaged,2014-08-06,47.0,5.7
Modern Life,2008-10-27,4.0,9.3
13 Minutes,2015-04-09,63.0,7.0
I Kissed a Girl,2015-01-28,108.0,5.9
Dead Europe,2012-06-14,5.0,5.5
Every Secret Thing,2014-04-20,63.0,5.7
964 Pinocchio,1991-09-14,9.0,5.9
"Dagmar's Hot Pants, Inc.",1971-10-01,2.0,3.5
Inner Demons,2014-06-13,26.0,4.6
Women Who Flirt,2014-11-28,13.0,5.5
Hacker,2002-01-01,3.0,3.0
Khottabych,2006-08-10,13.0,5.3
Butterfly,2015-02-07,3.0,10.0
Do You See Me?,2014-11-20,126.0,6.1
Match,2014-04-18,16.0,5.6
Clandestinos,2007-01-01,5.0,4.2
The Past Is a Grotesque Animal,2014-06-15,2.0,5.5
Swallows and Amazons,2016-08-19,24.0,6.9
Boys in Brazil,2014-05-15,0.0,0.0
4 Moons,2014-03-21,45.0,7.7
Fashion Victims,2007-08-08,8.0,6.6
I Am Happiness on Earth,2014-05-04,8.0,5.9
The Road To Love,2001-01-01,1.0,5.0
Summer Nights,2014-08-29,2.0,5.3
Holiday,2014-05-01,3.0,7.3
Love in First Class,1980-08-12,2.0,4.8
Ernesto,1979-02-01,3.0,6.2
Malicious,1973-03-29,21.0,6.0
Mother's Heart,1969-01-29,1.0,7.0
Come Play with Me,1968-01-01,2.0,5.8
Treasure Guards,2011-09-30,7.0,3.2
Joy,2015-12-24,1619.0,6.4
Shut Up Little Man! An Audio Misadventure,2011-08-26,12.0,5.3
Tracks,2005-09-09,0.0,0.0
Blindside,1987-09-01,0.0,0.0
Vettaiyaadu Vilaiyaadu,2006-08-25,9.0,6.9
Azazel,2002-03-10,2.0,2.0
The Turkish Gambit,2005-02-22,18.0,6.3
Iron & Blood: The Legend of Taras Bulba,2009-04-02,14.0,5.0
The PyraMMMid,2011-04-07,12.0,5.9
Google Me,2008-04-25,4.0,4.0
Daisy Town,1971-11-01,20.0,6.8
Next Goal Wins,2014-04-25,16.0,7.5
Bad Faith,2006-12-06,19.0,5.8
Amnesiac,2015-08-14,52.0,4.1
I Am the Law,1977-09-23,3.0,7.7
The Climber,1975-02-18,0.0,0.0
Star Spangled Girl,1971-12-22,0.0,0.0
Supersonic Man,1979-11-01,4.0,3.5
Final Accord,1936-06-26,2.0,6.5
Pillars of Society,1935-12-21,0.0,0.0
The Girl from the Marsh Croft,1935-09-10,1.0,8.0
La Habanera,1937-12-18,1.0,6.0
Deck the Halls,2011-12-20,2.0,3.5
One. Two. One,2011-01-01,1.0,5.0
Cure: The Life of Another,2014-08-16,3.0,6.2
Library Wars,2013-04-26,3.0,5.5
Ditto,2000-05-27,11.0,6.4
Victor Frankenstein,2015-11-10,697.0,5.6
Rembetiko,1983-01-01,7.0,7.6
Sholem Aleichem: Laughing In The Darkness,2012-02-24,2.0,7.0
Broadway Musicals: A Jewish Legacy,2013-01-01,0.0,0.0
The Fall of the Essex Boys,2012-02-07,13.0,4.5
Every Little Thing,1997-03-05,1.0,5.0
Three Miles North of Molkom,2008-04-18,3.0,6.0
Animalympics,1980-02-01,8.0,5.6
The Sensuous Nurse,1975-12-19,4.0,6.4
4 Minute Mile,2014-06-05,23.0,5.5
Get a Clue,2002-01-01,59.0,4.9
Questi fantasmi,1962-01-29,0.0,0.0
Sogno di una notte di mezza sbornia,1959-10-28,0.0,0.0
Industrial Soundtrack for the Urban Decay,2015-05-08,2.0,8.0
The Last House on the Beach,1978-04-20,3.0,5.0
Theeb‎‎,2014-09-04,64.0,6.6
California City,2014-10-24,1.0,5.5
Journey to Space,2015-02-13,6.0,6.3
The Widow Couderc,1971-09-15,9.0,7.1
Manjhi The Mountain Man,2015-08-21,16.0,6.8
Masaan,2015-05-19,37.0,6.9
Homies,2015-01-22,7.0,4.6
Uomo e galantuomo,1975-12-26,0.0,0.0
The Divine Weapon,2008-09-04,12.0,6.5
The Fascist,1961-08-05,4.0,5.4
Crazy Desire,1962-07-31,2.0,6.3
The Black Sheep,1968-11-09,0.0,0.0
I Married You For Fun,1967-08-30,0.0,0.0
How I Learned to Love Women,1966-11-02,1.0,7.0
El Greco,1966-08-15,0.0,0.0
Carmen & Geoffrey,2005-02-04,0.0,0.0
Being Evel,2015-01-23,9.0,7.1
Sujata,1960-01-01,3.0,5.0
Devdas,1955-01-01,4.0,4.1
The Courageous Heart of Irena Sendler,2009-04-19,28.0,6.6
Losers Take All,2013-10-25,1.0,6.0
The One That Got Away,1957-11-22,13.0,7.0
Salem Falls,2011-11-19,7.0,5.1
Sharpe's Challenge,2006-04-23,15.0,6.3
Ferat Vampire,1982-05-01,6.0,6.5
Go Away Mr. Tumor,2015-08-14,14.0,6.0
Brothers,2015-08-14,24.0,6.3
FAQs,2005-07-16,4.0,5.3
The Iceman and the Psychiatrist,2004-06-01,4.0,8.0
Dave Attell: Road Work,2014-04-13,4.0,8.8
Guardians,2017-02-14,128.0,4.4
Green Snake,1993-04-10,17.0,7.9
Nuts in May,1976-01-13,8.0,7.1
The Short & Curlies,1987-01-01,2.0,6.0
The Terror Live,2013-07-31,66.0,7.1
The Angrez,2006-06-02,6.0,6.9
Alibi Ike,1935-06-15,0.0,0.0
Ab Tak Chhappan,2004-02-27,6.0,6.3
Taxi No. 9 2 11: Nau Do Gyarah,2006-02-24,13.0,6.7
Arthur 3: The War of the Two Worlds,2010-08-22,371.0,5.4
Beau Geste,1926-08-24,1.0,5.0
Bloodwork,2012-05-10,13.0,4.3
Body Slam,1987-05-21,8.0,4.7
Captive,2012-09-05,11.0,5.9
Cheyenne,1947-06-06,0.0,0.0
Close to My Heart,1951-10-01,1.0,6.5
"Get Smart, Again!",1989-02-26,6.0,4.1
OPA!,2005-11-13,3.0,5.0
Thumb Tripping,1972-10-01,0.0,0.0
The Harrad Experiment,1973-05-11,2.0,2.5
Corleone,1978-01-02,4.0,7.0
The Last House on Dead End Street,1973-01-01,16.0,4.8
Death of a Doctor,1991-01-01,0.0,0.0
Cry of the Wounded,1980-01-01,2.0,7.3
The Wistful Widow of Wagon Gap,1947-10-07,4.0,6.8
The Greatest Ears in Town: The Arif Mardin Story,2010-06-15,0.0,0.0
Petunia,2013-06-28,6.0,5.5
Pregnancy Pact,2010-01-23,45.0,4.9
Dark Corners,2006-05-10,15.0,5.5
Animals,2008-11-05,8.0,3.8
Demetri Martin: Live (At The Time),2015-08-14,12.0,8.0
Flashback,2000-04-06,2.0,6.0
Flashback,1969-10-01,1.0,5.0
Flight Angels,1940-05-18,0.0,0.0
Government Girl,1943-11-05,4.0,5.5
Having Wonderful Time,1938-07-01,3.0,4.3
A Hill in Korea,1956-09-18,3.0,7.0
Hendrix,2000-09-17,6.0,5.2
Her Cardboard Lover,1942-06-01,1.0,5.5
Hero's Island,1962-09-16,1.0,2.0
Holy Matrimony,1943-08-24,1.0,7.0
Hard Time: Hostage Hotel,1999-11-14,2.0,5.3
In the Arms of a Killer,1992-01-05,2.0,2.8
It's Tough to Be Famous,1932-04-02,0.0,0.0
Moving Target,1996-11-26,4.0,5.1
Out on a Limb,1987-01-18,0.0,0.0
Peter Pan,2000-10-10,5.0,7.2
Peter Pan,1924-12-29,3.0,6.0
"Rock, Paper, Scissors",2012-06-22,5.0,6.1
Round Trip to Heaven,1992-09-02,1.0,7.0
Society Lawyer,1939-03-21,2.0,5.5
Street Kings 2: Motor City,2011-07-15,27.0,4.2
Tapped Out,2014-05-27,20.0,5.4
The 25th Hour,1967-04-26,6.0,7.5
The Cabining,2014-05-03,5.0,5.4
The Marseille Contract,1974-09-04,6.0,6.7
Jo,1971-08-31,49.0,7.1
The Great Garrick,1937-10-30,1.0,5.0
The Naked and the Dead,1958-08-06,2.0,3.5
The Narrow Corner,1933-07-07,0.0,0.0
The Premonition,1976-05-19,6.0,4.4
Tio Papi,2013-09-06,1.0,5.5
Breaking at the Edge,2013-01-01,13.0,4.2
Who's Minding The Mint?,1967-09-26,3.0,8.3
Spiderwebhouse,2015-02-08,2.0,7.5
Cyber Wars,2004-01-01,4.0,6.8
Spoiler,1998-09-15,2.0,8.0
Meatball Machine,2005-01-01,16.0,5.4
Chop,2011-05-07,13.0,5.3
Deathline,1997-12-22,9.0,4.4
Cyber City Oedo 808,1990-01-01,13.0,6.0
"Hard Revenge, Milly: Bloody Battle",2009-07-11,7.0,4.6
"Hard Revenge, Milly",2008-08-09,6.0,4.6
The Battle of Chernobyl,2006-05-05,5.0,6.7
Sugarhouse,2007-08-24,5.0,6.6
Water Damage,1999-07-30,1.0,2.0
True Skin,2012-10-10,5.0,6.6
One Man Force,1989-09-21,4.0,4.0
Terminal Justice,1996-04-01,4.0,6.0
Humanity's End,2009-01-01,10.0,2.3
The Madness of Youth,1960-10-08,5.0,6.8
My Twentieth Century,1989-01-01,3.0,4.0
Time Stands Still,1982-10-07,1.0,5.0
Kill Your Friends,2015-11-06,121.0,5.9
Nina Forever,2015-03-14,48.0,5.5
Equals,2015-07-15,386.0,5.9
Invincible Shaolin,1978-11-19,13.0,6.5
Star Trek: Renegades,2015-08-01,40.0,4.4
Scouts Guide to the Zombie Apocalypse,2015-10-23,526.0,6.2
Racquet,1979-12-30,1.0,3.5
We Come as Friends,2014-01-18,6.0,6.5
Portrait of Jason,1967-09-29,5.0,7.8
Muhammad: The Messenger of God,2015-02-09,13.0,5.6
Sexy Evil Genius,2013-04-09,32.0,6.2
Paranormal Activity: Tokyo Night,2010-11-20,91.0,5.5
Suffragette,2015-10-16,440.0,7.1
Eskimo,1933-11-14,0.0,0.0
Joker Game,2015-01-31,4.0,5.9
Guidance,2014-09-04,8.0,5.3
The 7th Day,2004-04-23,7.0,6.4
Sweet Bean,2015-05-30,82.0,7.0
My Friend Victoria,2014-12-31,6.0,6.1
Dégradé,2015-05-17,3.0,7.7
War,2014-09-21,4.0,5.0
Flowers,2014-10-10,22.0,6.7
Los tontos y los estúpidos,2014-10-03,1.0,8.0
Stand,2014-06-20,0.0,0.0
The Marquis,2011-03-09,46.0,5.0
Hate Crime,2006-03-16,6.0,5.9
Thief,2006-03-27,4.0,7.8
Clannad: The Motion Picture,2007-09-15,21.0,6.4
Interviews with My Lai Veterans,1971-02-25,4.0,5.5
Vanishing of the Bees,2009-10-09,6.0,7.3
Rising from Ashes,2013-08-02,2.0,6.0
Extinction: The G.M.O. Chronicles,2011-01-01,12.0,5.1
The New Black,2014-02-12,1.0,8.0
Oscenità,1980-02-14,1.0,9.0
Keep On Keepin’ On,2014-08-08,6.0,6.9
"Andrew Jenks, Room 335",2008-01-15,1.0,10.0
The 50 Year Argument,2014-06-29,3.0,7.3
Peppermint Frappe,1967-10-09,7.0,6.3
From a Place of Darkness,2008-03-25,0.0,0.0
In the Dust of the Stars,1976-07-01,2.0,3.3
Lost Rivers,2013-03-01,0.0,0.0
The High Sun,2015-05-12,11.0,6.5
Blades of Blood,2010-04-28,15.0,6.2
Memory Vague,2009-06-01,0.0,0.0
Young Girls in Black,2010-05-18,2.0,6.0
The Hunchback of Notre Dame II,2002-02-05,156.0,5.1
HK: Forbidden Super Hero,2013-04-13,34.0,6.3
Lollipop Monster,2011-02-14,5.0,6.9
Starve,2014-10-03,9.0,5.2
Moscow-Cassiopeia,1973-09-23,4.0,4.0
Mythica: The Darkspore,2015-06-24,41.0,5.4
Assassins Tale,2013-01-01,15.0,4.8
Fort Tilden,2014-03-08,15.0,5.1
Some Voices,2000-08-25,4.0,6.8
Slimtime,2010-10-01,7.0,5.7
Moss,2010-07-14,32.0,6.9
Wanderlust,2006-07-12,1.0,6.0
The Price of Sex,2011-04-09,1.0,5.0
Lúdas Matyi,1977-04-06,2.0,5.5
As One,2012-05-03,15.0,7.5
Retrieval,2006-11-17,3.0,4.3
Gun-shy,2003-01-01,3.0,6.7
Veteran,2015-08-05,42.0,7.1
Assassination,2015-07-22,58.0,7.3
Race to Nowhere,2009-12-31,1.0,6.0
Turbo Kid,2015-08-14,231.0,6.8
Oh How It Hurts 66,1966-06-06,5.0,6.8
Wasted on the Young,2010-06-13,16.0,5.3
Dadnapped,2009-01-01,65.0,4.6
Disappearing Acts,2000-12-09,9.0,5.3
¿Quién mató a Bambi?,2013-11-15,22.0,5.7
Bergman Island,2004-04-08,4.0,7.0
Billy Wilder Speaks,2006-06-22,5.0,6.6
Body and Soul,1925-11-09,4.0,6.8
Evergreen,1934-04-01,4.0,4.5
One Love,2011-11-09,5.0,6.0
Let There Be Light,1946-12-16,3.0,7.0
Paulina,2015-06-18,17.0,6.7
Report from the Aleutians,1943-07-30,1.0,5.0
The Princess of Nebraska,2008-06-20,4.0,5.4
The Absent,2014-08-11,1.0,5.0
Mademoiselle Fifi,1944-01-01,3.0,4.7
Miracle on Ice,1981-03-01,4.0,3.9
One on One,2014-05-22,6.0,5.5
Rocky Marciano,1999-05-15,10.0,5.5
So This Is College,1929-11-08,0.0,0.0
The Gay Deception,1935-09-13,0.0,0.0
The Glory Stompers,1967-01-01,5.0,6.7
The Last Keepers,2013-01-04,18.0,4.8
The Naked Truth,1957-12-03,7.0,6.6
Bridgend,2015-01-22,18.0,6.0
Zurich,2015-02-19,8.0,6.3
You and the Night,2013-05-13,15.0,6.5
Papanasam,2015-07-03,13.0,7.4
Napoletani a Milano,1953-09-05,2.0,6.8
The Bad Education Movie,2015-08-21,45.0,5.5
Santa Baby,2006-12-10,9.0,5.1
The Unauthorized Saved by the Bell Story,2014-09-01,11.0,4.9
We Are Your Friends,2015-08-26,673.0,6.3
Soul Boys of the Western World,2014-09-30,5.0,5.4
2033,2010-02-05,5.0,3.3
Wild Combination: A Portrait of Arthur Russell,2008-09-26,3.0,6.3
For the Love of Money,2012-06-08,9.0,5.6
SoulBoy,2010-06-04,13.0,6.3
Hawks,1988-08-05,4.0,5.1
Marine Battleground,1963-04-11,1.0,5.0
Ga-ga: Glory to the Heroes,1986-09-26,3.0,5.7
War Room,2015-08-28,92.0,6.9
Shield of Straw,2013-04-25,35.0,6.0
Return to Ithaca,2014-10-30,6.0,5.5
Summertime,2015-08-19,76.0,6.6
Joseph: King of Dreams,2000-11-07,167.0,6.4
Screen Directors Playhouse:  Meet the Governor,1955-10-05,0.0,0.0
Tom and Jerry,1955-11-30,0.0,0.0
The Seine Meets Paris,1957-11-20,2.0,7.5
Hurricane of Fun: The Making of Wet Hot,2015-07-31,16.0,6.5
Legend,2015-09-09,994.0,6.7
Anesthesia,2016-01-08,43.0,6.0
The Outcasts,2017-04-14,141.0,7.1
Elephant Song,2014-09-04,47.0,7.4
Side Street Story,1951-04-17,6.0,7.3
Drishyam,2015-07-31,49.0,7.5
Phantom,2015-08-28,19.0,5.5
Assassin,1969-01-16,0.0,0.0
Animals,2014-05-15,9.0,6.2
Addicted to Fresno,2015-09-01,30.0,5.0
Queen of Earth,2015-08-26,58.0,6.2
Blind Man,2012-03-06,11.0,5.9
Deathgasm,2015-08-28,172.0,6.4
I Am Evel Knievel,2014-09-10,6.0,6.7
All the Boys Are Called Patrick,1959-10-03,11.0,6.1
Therapy for a Vampire,2014-12-19,12.0,5.9
Silent Heart,2014-11-13,16.0,6.2
Mr. & Mrs. Incredible,2011-02-03,4.0,5.0
Daughter of the Lake,2015-08-27,4.0,8.3
Dresden,2006-03-05,10.0,6.6
Grantham and Rose,2014-03-23,4.0,6.8
Days of Hope,1975-09-11,1.0,5.0
Shoot First And Pray You Live,2008-12-04,1.0,6.0
The Italian,1915-01-01,3.0,6.0
Nice Guy,2012-01-06,0.0,0.0
Childless,2015-04-03,2.0,4.5
The Danish Girl,2015-11-27,1689.0,7.4
The Man Whose Mind Exploded,2014-06-13,5.0,6.0
Underdog,2014-09-26,4.0,7.5
Stag Night of the Dead,2010-10-31,10.0,3.8
Area 51,2015-05-15,157.0,4.3
Forbidden Area,1956-10-04,1.0,6.0
The Comedian,1957-02-14,1.0,5.0
Prototype,1992-12-23,3.0,4.8
Latin Lover,2015-03-19,17.0,5.7
Deaf Smith & Johnny Ears,1973-03-29,1.0,6.0
L♡DK,2014-04-12,16.0,6.8
Street Fighter Alpha - The Movie,1999-12-22,13.0,6.2
Cooties,2014-10-10,216.0,5.4
The Kung Fu Instructor,1979-06-16,3.0,5.5
Forgotten Tune for the Flute,1987-10-23,2.0,4.5
Station for Two,1982-06-06,16.0,6.7
A Summer to Remember,1960-08-12,5.0,4.7
Autumn Marathon,1979-06-06,14.0,7.1
The Most Charming and Attractive,1985-06-06,7.0,5.8
The Captivating Star of Happiness,1975-11-11,7.0,5.7
12 Chairs,1976-12-31,16.0,7.4
Ordinary Miracle,1978-01-01,15.0,7.6
Old Men: Robbers,1971-01-01,6.0,6.7
Carnival Night,1956-12-29,13.0,5.8
Old Hags,2000-03-03,3.0,5.7
The Garage,1979-06-06,20.0,6.9
A Key to the Bedroom,2003-04-18,1.0,1.0
Unbelievable Adventures of Italians in Russia,1974-01-01,19.0,6.1
Girl without an Address,1957-01-01,1.0,5.0
For the Matches,1980-01-18,11.0,6.2
It Can't Be!,1975-10-23,9.0,6.7
Incognito from St.Petersburg,1977-01-01,2.0,6.0
Sportloto-82,1982-06-06,9.0,6.5
Running the Sahara,2009-03-09,4.0,6.5
12 Chairs,1971-06-21,24.0,7.3
Steve Jobs: The Man in the Machine,2015-08-07,134.0,6.4
Inkubus,2011-10-28,11.0,4.9
Wasting Away,2007-10-16,16.0,5.6
Among Friends,2012-07-08,25.0,4.1
Ejecta,2014-09-24,15.0,3.6
"OMG, I'm a Robot!",2015-08-06,1.0,10.0
Broken Horses,2015-03-15,10.0,5.0
WTF,2014-03-05,12.0,3.8
Burnout,2014-08-24,16.0,7.1
Green Room,2016-04-15,696.0,6.7
Last Embrace,1979-05-04,16.0,5.8
"One-Two, Soldiers Were Going...",1976-06-06,2.0,7.0
The Overcoat,1959-02-02,1.0,6.0
The Adventures of Buratino,1975-12-20,7.0,5.4
Freeway: Crack in the System,2014-10-24,2.0,9.0
A Bunny's Tale,1985-02-25,1.0,5.0
A Diva's Christmas Carol,2000-12-13,6.0,4.8
The Dress,1996-03-21,3.0,7.0
Man Follows Birds,1976-12-01,1.0,5.0
Beasts of No Nation,2015-09-11,476.0,7.6
Earth's Golden Playground,2015-03-13,0.0,0.0
The Magic of Heineken,2014-09-19,0.0,0.0
Psychopathia Sexualis,2006-06-08,1.0,5.0
Limited Partnership,2014-06-14,0.0,0.0
Hell and Mr Fudge,2012-07-07,0.0,0.0
Gabriel,2014-04-17,9.0,7.3
The Reader,1988-08-17,7.0,4.4
Pernicious,2015-06-15,26.0,4.7
Red Knot,2014-05-31,7.0,5.6
Dirty Weekend,2015-09-04,30.0,5.2
The Activist,2014-03-07,2.0,4.0
The Rise of the Krays,2015-08-29,19.0,4.5
Dude Bro Party Massacre III,2015-06-13,21.0,6.2
Underdog Kids,2015-06-07,7.0,4.1
Glass Chin,2014-04-19,3.0,5.5
The Lady in the Van,2015-11-13,225.0,6.0
He Named Me Malala,2015-09-12,51.0,5.6
Bloodsucking Bastards,2015-09-04,60.0,5.6
KillerSaurus,2015-09-06,1.0,5.0
Blood Moon,2014-08-25,9.0,5.6
Hamtaro: The Captive Princess,2002-12-14,0.0,0.0
Hot Wheels Acceleracers: Ignition,2005-01-08,6.0,7.7
Pokémon the Movie: Kyurem vs. the Sword of Justice,2012-07-13,28.0,5.5
Pokémon: Zoroark: Master of Illusions,2010-07-10,37.0,6.4
...ing,2003-11-28,17.0,6.6
Meru,2015-01-25,68.0,7.4
Lost in the Stars,1974-04-08,1.0,5.0
6 Years,2015-08-18,306.0,5.5
To Save A Life,2009-11-05,21.0,6.2
Pod,2015-03-16,44.0,3.9
Contracted: Phase II,2015-07-05,48.0,5.3
A Little Thing Called Love,2010-08-12,35.0,7.5
Lost After Dark,2014-09-19,35.0,4.7
For Elise,2013-09-20,13.0,4.8
White Settlers,2014-09-05,29.0,4.6
Xenia,2014-06-02,22.0,5.5
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014-07-19,30.0,5.6
Pokémon the Movie: Hoopa and the Clash of Ages,2015-07-18,39.0,6.2
Felicidades,2000-09-07,1.0,5.0
Snowglobe,2007-12-15,8.0,6.3
Varsity Blood,2014-08-19,6.0,3.7
Doomed,2007-01-06,2.0,1.5
Mrs. Miracle,2009-12-05,24.0,5.2
A Little Bit Zombie,2012-02-03,27.0,5.4
Santa Baby 2,2009-12-13,5.0,4.5
The Coed and the Zombie Stoner,2014-04-18,17.0,3.4
The Midwife,2015-09-04,8.0,6.1
Lasting,2013-01-08,3.0,6.3
Saving Christmas,2014-11-14,25.0,1.7
The Possessed,1965-07-01,4.0,6.6
Pride and Vengeance,1967-12-22,3.0,6.3
"Young, Violent, Dangerous",1976-01-01,1.0,6.0
City Under Siege,1974-10-23,0.0,0.0
The Double,1971-01-01,3.0,4.3
"10,000 Dollars for a Massacre",1967-03-03,6.0,6.3
Oscar,1967-10-10,76.0,7.4
Johnny Yuma,1966-08-11,1.0,8.0
La sedia della felicità,2013-11-24,21.0,5.6
Zid,2014-11-28,2.0,7.5
The Transporter Refueled,2015-09-03,573.0,5.3
Stan,2006-06-06,2.0,4.0
Redemption,2013-10-11,2.0,10.0
Artists Under the Big Top: Perplexed,1968-08-29,3.0,6.7
The Inextinguishable Fire,1969-07-26,4.0,6.6
Adrienn Pál,2011-03-17,2.0,2.5
The Fossil,1975-10-04,1.0,5.0
The Left Hand of the Law,1975-09-03,1.0,6.0
Too Much Johnson,1938-05-11,4.0,6.5
The Key to Reserva (La clave Reserva),2007-12-14,18.0,7.6
Picasso and Braque Go to the Movies,2008-09-07,2.0,4.0
Iron Man & Hulk: Heroes United,2013-12-03,48.0,5.4
The Lorax,1972-02-14,16.0,7.8
The Grinch Grinches the Cat in the Hat,1982-05-20,3.0,9.0
The Infernal Cakewalk,1903-06-12,6.0,6.2
La Vérité si je Mens ! 3,2012-01-31,98.0,5.3
Would I Lie to You? 2,2001-02-07,81.0,6.4
Tiger Orange,2014-07-26,4.0,6.4
Jenny's Wedding,2015-07-31,145.0,5.3
Bound to Vengeance,2015-06-26,110.0,5.6
Knock Knock,2015-06-26,880.0,4.9
Perfect Proposal,2015-06-04,6.0,7.6
The Surface,2014-10-09,6.0,4.2
The Conquest of Everest,1953-12-09,4.0,7.3
The Nightmare,2015-06-05,92.0,5.6
Welcome to Leith,2015-09-09,26.0,6.4
Fallen,2006-07-23,40.0,6.4
The Crossing,2014-12-02,11.0,5.3
In the Darkness of the Night,2004-10-21,4.0,6.3
Blood Thirst,1971-05-14,4.0,4.5
Alice in Wonderland,1915-01-15,2.0,5.5
Krampus: The Christmas Devil,2013-08-17,18.0,2.6
Unabomber: The True Story,1996-09-11,3.0,6.0
Parasite Dolls,2003-05-22,4.0,4.3
"Rabbit, Run",1970-10-01,1.0,4.0
Age of Cannibals,2014-02-10,18.0,7.4
"Aballay, the Man without Fear",2010-11-19,2.0,4.0
Man Down,2016-12-02,65.0,6.3
The Prophet,2014-09-06,26.0,7.2
The Blue Planet,2001-09-12,51.0,8.1
Banksy Does New York,2014-11-17,32.0,6.9
Convict's Code,1939-01-18,0.0,0.0
Dreaming of Space,2005-06-23,3.0,5.7
"Something, Anything",2015-01-09,2.0,8.0
The Missing Corpse,1945-06-01,2.0,3.0
Hitler,1962-03-21,3.0,3.5
The Negro Soldier,1944-04-10,4.0,6.0
Christmas Cupid,2010-12-12,45.0,5.0
Vamp U,2013-02-27,30.0,4.7
Mischief Night,2014-05-20,6.0,5.0
Unlucky Charms,2013-06-05,4.0,2.8
The Lottery,1996-09-29,2.0,3.5
Return to Halloweentown,2006-10-20,62.0,5.7
The Payoff,1942-11-24,2.0,6.5
Wish You Well,2013-10-19,5.0,6.9
All That I Am,2013-03-10,1.0,5.0
Sukeban Deka The Movie,1987-02-14,0.0,0.0
"Knock Knock, It's Tig Notaro",2015-03-16,3.0,6.7
Not My Life,2006-09-03,2.0,3.5
The Bridge,1999-04-06,2.0,5.0
Flash,1997-12-21,5.0,6.2
"What Next, Corporal Hargrove?",1945-11-21,0.0,0.0
Wolfy,2009-10-01,7.0,7.0
Silenced,2011-09-22,88.0,8.0
Small Town Folk,2007-01-01,7.0,2.9
Snow 2: Brain Freeze,2008-08-08,7.0,4.4
Devil's Den,2006-10-22,6.0,4.8
Female on the Beach,1955-08-19,6.0,5.3
The Pumpkin Karver,2006-10-31,12.0,3.2
Cornered!,2008-01-01,9.0,4.1
Killer Party,1986-05-09,12.0,5.0
Jersey Shore Massacre,2014-08-22,23.0,3.4
Rise of the Animals,2012-05-01,5.0,2.8
Twitches Too,2007-10-12,51.0,5.5
The House of Usher,2007-09-11,3.0,5.0
The Beauty Inside,2015-08-20,41.0,8.1
Life,2015-07-24,128.0,5.9
Children of God: Lost and Found,2007-01-01,1.0,6.0
Pourquoi Israël,1973-10-01,1.0,10.0
Daddy or Mommy,2015-02-04,397.0,6.1
Demolition,2016-04-06,661.0,6.6
Listening,2015-09-11,31.0,5.5
12 Rounds 3: Lockdown,2015-09-11,41.0,4.6
Beyond Darkness,1990-01-01,3.0,6.0
Eden Lodge,2015-08-24,7.0,3.7
Our Man in Tehran,2013-09-20,3.0,6.5
Robert the Doll,2015-08-24,24.0,2.6
Frau Müller muss weg!,2015-01-15,25.0,5.9
Romeos,2011-12-08,22.0,6.7
Gun Hill Road,2011-08-05,7.0,5.3
Middle Sexes: Redefining He and She,2005-04-30,0.0,0.0
American Poltergeist,2015-05-29,21.0,2.6
The Cutting Room,2015-06-01,5.0,4.2
Asylum of Satan,1972-01-01,0.0,0.0
Three on a Meathook,1973-01-01,4.0,4.0
The Zebra Killer,1974-07-01,0.0,0.0
